def is_odd(n):    print( n % 2 != 0);is_odd(3);True;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(3);True;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(6);False;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(2);False;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(2);False;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(3);True;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(2);False;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(9);True;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(10);False;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(4);False;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(6);False;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(9);True;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(4);False;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(4);False;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(7);True;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(3);True;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(7);True;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(7);True;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(7);True;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(7);True;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(8);False;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(8);False;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(7);True;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(8);False;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(6);False;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(9);True;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(2);False;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(3);True;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(10);False;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(10);False;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(2);False;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(4);False;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(8);False;Check if a number is odd;num;1
def is_odd(n):    print( n % 2 != 0);is_odd(1);True;Check if a number is odd;num;1
def square(n):    print( n * n);square(9);81;Find the square of a number;num;1
def square(n):    print( n * n);square(9);81;Find the square of a number;num;1
def square(n):    print( n * n);square(8);64;Find the square of a number;num;1
def square(n):    print( n * n);square(4);16;Find the square of a number;num;1
def square(n):    print( n * n);square(6);36;Find the square of a number;num;1
def square(n):    print( n * n);square(6);36;Find the square of a number;num;1
def square(n):    print( n * n);square(9);81;Find the square of a number;num;1
def square(n):    print( n * n);square(8);64;Find the square of a number;num;1
def square(n):    print( n * n);square(5);25;Find the square of a number;num;1
def square(n):    print( n * n);square(4);16;Find the square of a number;num;1
def square(n):    print( n * n);square(4);16;Find the square of a number;num;1
def square(n):    print( n * n);square(8);64;Find the square of a number;num;1
def square(n):    print( n * n);square(8);64;Find the square of a number;num;1
def square(n):    print( n * n);square(9);81;Find the square of a number;num;1
def square(n):    print( n * n);square(9);81;Find the square of a number;num;1
def square(n):    print( n * n);square(7);49;Find the square of a number;num;1
def square(n):    print( n * n);square(7);49;Find the square of a number;num;1
def square(n):    print( n * n);square(6);36;Find the square of a number;num;1
def square(n):    print( n * n);square(7);49;Find the square of a number;num;1
def square(n):    print( n * n);square(1);1;Find the square of a number;num;1
def square(n):    print( n * n);square(10);100;Find the square of a number;num;1
def square(n):    print( n * n);square(5);25;Find the square of a number;num;1
def square(n):    print( n * n);square(2);4;Find the square of a number;num;1
def square(n):    print( n * n);square(9);81;Find the square of a number;num;1
def square(n):    print( n * n);square(10);100;Find the square of a number;num;1
def square(n):    print( n * n);square(1);1;Find the square of a number;num;1
def square(n):    print( n * n);square(1);1;Find the square of a number;num;1
def square(n):    print( n * n);square(7);49;Find the square of a number;num;1
def square(n):    print( n * n);square(1);1;Find the square of a number;num;1
def square(n):    print( n * n);square(1);1;Find the square of a number;num;1
def square(n):    print( n * n);square(8);64;Find the square of a number;num;1
def square(n):    print( n * n);square(4);16;Find the square of a number;num;1
def square(n):    print( n * n);square(3);9;Find the square of a number;num;1
def square(n):    print( n * n);square(6);36;Find the square of a number;num;1
def square(n):    print( n * n);square(1);1;Find the square of a number;num;1
def square(n):    print( n * n);square(8);64;Find the square of a number;num;1
def square(n):    print( n * n);square(9);81;Find the square of a number;num;1
def square(n):    print( n * n);square(1);1;Find the square of a number;num;1
def square(n):    print( n * n);square(9);81;Find the square of a number;num;1
def square(n):    print( n * n);square(5);25;Find the square of a number;num;1
def square(n):    print( n * n);square(2);4;Find the square of a number;num;1
def square(n):    print( n * n);square(5);25;Find the square of a number;num;1
def square(n):    print( n * n);square(4);16;Find the square of a number;num;1
def square(n):    print( n * n);square(10);100;Find the square of a number;num;1
def square(n):    print( n * n);square(9);81;Find the square of a number;num;1
def square(n):    print( n * n);square(3);9;Find the square of a number;num;1
def square(n):    print( n * n);square(6);36;Find the square of a number;num;1
def square(n):    print( n * n);square(1);1;Find the square of a number;num;1
def square(n):    print( n * n);square(9);81;Find the square of a number;num;1
def square(n):    print( n * n);square(7);49;Find the square of a number;num;1
def square(n):    print( n * n);square(1);1;Find the square of a number;num;1
def square(n):    print( n * n);square(3);9;Find the square of a number;num;1
def square(n):    print( n * n);square(5);25;Find the square of a number;num;1
def square(n):    print( n * n);square(4);16;Find the square of a number;num;1
def square(n):    print( n * n);square(3);9;Find the square of a number;num;1
def square(n):    print( n * n);square(3);9;Find the square of a number;num;1
def square(n):    print( n * n);square(8);64;Find the square of a number;num;1
def square(n):    print( n * n);square(1);1;Find the square of a number;num;1
def square(n):    print( n * n);square(5);25;Find the square of a number;num;1
def square(n):    print( n * n);square(3);9;Find the square of a number;num;1
def square(n):    print( n * n);square(8);64;Find the square of a number;num;1
def square(n):    print( n * n);square(9);81;Find the square of a number;num;1
def square(n):    print( n * n);square(3);9;Find the square of a number;num;1
def square(n):    print( n * n);square(2);4;Find the square of a number;num;1
def square(n):    print( n * n);square(4);16;Find the square of a number;num;1
def square(n):    print( n * n);square(7);49;Find the square of a number;num;1
def square(n):    print( n * n);square(9);81;Find the square of a number;num;1
def square(n):    print( n * n);square(10);100;Find the square of a number;num;1
def square(n):    print( n * n);square(2);4;Find the square of a number;num;1
def square(n):    print( n * n);square(4);16;Find the square of a number;num;1
def square(n):    print( n * n);square(4);16;Find the square of a number;num;1
def square(n):    print( n * n);square(5);25;Find the square of a number;num;1
def square(n):    print( n * n);square(3);9;Find the square of a number;num;1
def square(n):    print( n * n);square(10);100;Find the square of a number;num;1
def square(n):    print( n * n);square(8);64;Find the square of a number;num;1
def square(n):    print( n * n);square(10);100;Find the square of a number;num;1
def square(n):    print( n * n);square(6);36;Find the square of a number;num;1
def square(n):    print( n * n);square(7);49;Find the square of a number;num;1
def square(n):    print( n * n);square(10);100;Find the square of a number;num;1
def square(n):    print( n * n);square(3);9;Find the square of a number;num;1
def square(n):    print( n * n);square(2);4;Find the square of a number;num;1
def square(n):    print( n * n);square(2);4;Find the square of a number;num;1
def square(n):    print( n * n);square(1);1;Find the square of a number;num;1
def square(n):    print( n * n);square(6);36;Find the square of a number;num;1
def square(n):    print( n * n);square(5);25;Find the square of a number;num;1
def square(n):    print( n * n);square(3);9;Find the square of a number;num;1
def square(n):    print( n * n);square(3);9;Find the square of a number;num;1
def square(n):    print( n * n);square(8);64;Find the square of a number;num;1
def square(n):    print( n * n);square(8);64;Find the square of a number;num;1
def square(n):    print( n * n);square(6);36;Find the square of a number;num;1
def square(n):    print( n * n);square(7);49;Find the square of a number;num;1
def square(n):    print( n * n);square(8);64;Find the square of a number;num;1
def square(n):    print( n * n);square(4);16;Find the square of a number;num;1
def square(n):    print( n * n);square(8);64;Find the square of a number;num;1
def square(n):    print( n * n);square(1);1;Find the square of a number;num;1
def square(n):    print( n * n);square(1);1;Find the square of a number;num;1
def square(n):    print( n * n);square(6);36;Find the square of a number;num;1
def square(n):    print( n * n);square(6);36;Find the square of a number;num;1
def square(n):    print( n * n);square(4);16;Find the square of a number;num;1
def square(n):    print( n * n);square(4);16;Find the square of a number;num;1
def cube(n):    print( n * n * n);cube(6);216;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(3);27;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(6);216;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(8);512;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(3);27;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(2);8;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(7);343;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(8);512;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(10);1000;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(4);64;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(5);125;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(9);729;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(6);216;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(8);512;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(8);512;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(5);125;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(6);216;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(9);729;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(2);8;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(8);512;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(6);216;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(2);8;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(7);343;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(9);729;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(6);216;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(7);343;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(10);1000;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(4);64;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(1);1;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(7);343;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(3);27;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(7);343;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(4);64;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(8);512;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(4);64;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(4);64;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(1);1;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(8);512;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(2);8;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(10);1000;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(7);343;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(2);8;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(9);729;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(2);8;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(6);216;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(1);1;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(1);1;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(7);343;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(6);216;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(3);27;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(3);27;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(2);8;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(4);64;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(2);8;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(7);343;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(9);729;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(5);125;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(2);8;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(3);27;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(1);1;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(4);64;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(10);1000;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(1);1;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(9);729;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(10);1000;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(4);64;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(1);1;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(8);512;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(5);125;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(8);512;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(2);8;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(5);125;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(2);8;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(9);729;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(4);64;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(10);1000;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(10);1000;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(8);512;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(2);8;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(8);512;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(7);343;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(5);125;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(8);512;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(2);8;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(4);64;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(1);1;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(4);64;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(9);729;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(1);1;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(1);1;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(4);64;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(5);125;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(1);1;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(8);512;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(9);729;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(5);125;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(1);1;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(8);512;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(7);343;Find the cube of a number;num;1
def cube(n):    print( n * n * n);cube(9);729;Find the cube of a number;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(6);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(2);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(4);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(8);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(4);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(8);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(2);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(9);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(10);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(4);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(5);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(5);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(10);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(10);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(6);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(9);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(6);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(7);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(7);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(4);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(4);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(4);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(4);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(10);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(7);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(2);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(9);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(1);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(2);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(2);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(3);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(9);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(10);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(4);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(7);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(6);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(2);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(10);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(6);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(4);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(7);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(8);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(10);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(10);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(7);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(3);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(4);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(8);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(4);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(2);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(1);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(10);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(3);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(1);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(1);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(5);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(10);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(3);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(2);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(1);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(9);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(10);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(3);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(8);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(1);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(1);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(3);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(4);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(5);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(4);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(5);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(9);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(1);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(1);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(2);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(4);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(2);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(4);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(8);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(9);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(3);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(2);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(8);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(9);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(8);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(7);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(10);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(3);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(2);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(2);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(1);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(4);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(10);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(5);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(4);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(10);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(7);False;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(8);True;Check if a number is a power of two;num;1
def is_power_of_two(n):    print( n > 0 and (n & (n - 1)) == 0);is_power_of_two(6);False;Check if a number is a power of two;num;1
